timestamp,latitude,longitude,altitude,speed,course,hacc
"1653471816000",45.47759,9.22622,161.986,0.623,276.58,"4"
"1653471817000",45.47758,9.22621,161.909,0.621,265.036,"4"
"1653471818000",45.47758,9.2262,162.06,0.624,283.492,"4"
"1653471819000",45.47759,9.22619,161.945,0.622,268.889,"4"
"1653471820000",45.47758,9.22618,161.876,0.616,267.961,"4"
"1653471821000",45.47758,9.22616,162.103,0.607,278.164,"4"
"1653471822000",45.47758,9.22615,162.141,0.606,286.274,"4"
"1653471823000",45.47758,9.22614,162.327,0.602,282.127,"6"
"1653471824000",45.47758,9.22613,162.131,0.595,273.749,"6"
"1653471825000",45.47759,9.22612,162.207,0.59,286.857,"6"
"1653471826000",45.47759,9.2261,162.275,0.581,268.088,"6"
"1653471827000",45.47759,9.22609,162.338,0.578,275.794,"6"
"1653471828000",45.4776,9.22608,162.388,0.575,292.221,"6"
"1653471829000",45.4776,9.22607,162.521,0.571,308.188,"6"
"1653471830000",45.4776,9.22606,162.409,0.572,320.216,"6"
"1653471831000",45.47761,9.22606,162.332,0.566,286.728,"6"
"1653471832000",45.47761,9.22604,162.403,0.481,311.737,"6"
"1653471833000",45.47761,9.22603,162.521,0.548,304.756,"6"
"1653471834000",45.47761,9.22602,162.521,0.593,306.409,"6"
"1653471835000",45.47762,9.226,162.352,0.555,307.783,"6"
"1653471836000",45.47762,9.22599,162.283,0.543,306.739,"6"
"1653471837000",45.47762,9.22599,162.31,0.56,314.551,"6"
"1653471838000",45.47762,9.22598,162.315,0.56,313.201,"6"
"1653471839000",45.47763,9.22597,162.276,0.586,274.745,"4"
"1653471840000",45.47763,9.22596,162.224,0.48,305.043,"4"
"1653471841000",45.47763,9.22595,162.022,0.54,304.741,"4"
"1653471842000",45.47763,9.22594,162.109,0.514,292.903,"4"
"1653471843000",45.47763,9.22593,161.969,0.498,299.158,"6"
"1653471844000",45.47763,9.22592,162.016,0.512,312.856,"6"
"1653471845000",45.47764,9.22591,161.928,0.457,309.075,"6"
"1653471846000",45.47764,9.22591,161.682,0.545,282.123,"6"
"1653471847000",45.47764,9.2259,161.78,0.511,303.006,"4"
"1653471848000",45.47765,9.22588,161.752,0.488,302.729,"4"
"1653471849000",45.47765,9.22587,161.957,0.521,295.511,"4"
"1653471850000",45.47765,9.22586,162.127,0.51,308.992,"4"
"1653471851000",45.47766,9.22585,162.087,0.542,304.798,"4"
"1653471852000",45.47766,9.22584,162.16,0.479,312.325,"4"
"1653471853000",45.47766,9.22583,162.063,0.58,294.014,"4"
"1653471854000",45.47766,9.22582,162.365,0.601,293.831,"4"
"1653471855000",45.47766,9.22581,162.393,0.578,304.412,"4"
"1653471856000",45.47766,9.2258,162.273,0.562,292.108,"4"
"1653471857000",45.47767,9.22579,162.276,0.461,295.807,"4"
"1653471858000",45.47767,9.22579,162.264,0.415,301.093,"4"
"1653471859000",45.47767,9.22579,162.356,0.406,299.64,"4"
"1653471860000",45.47767,9.22578,162.37,0.347,299.64,"4"
